Ontology ID	label	editor preferred term	has curation status	alternative label	IEDB alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	material processing technique	detection technique	reagent	input	output	MHC source	target entity	target context	unit
OBI:0001815	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-18 production by T cells				IL-18 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-18 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-18 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001817	ELISPOT assay measuring epitope specific interleukin-18 production by T cells				IL-18 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-18 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-18 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001821	ELISPOT assay measuring epitope specific interleukin-22 production by T cells				IL-22 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-22 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-22 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001822	ELISPOT assay measuring epitope specific interleukin-23 production by T cells				IL-23 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-23 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-23 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001824	intracellular cytokine staining assay measuring epitope specific interleukin-18 production by T cells				IL-18 release|ICS	A flow cytometry assay that detects interleukin-18 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('interleukin-18 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001826	ELISPOT assay measuring epitope specific interleukin-21 production by T cells				IL-21 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-21 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-21 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001827	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells				CCL1/TCA-3 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects chemokine (C-C motif) ligand 1 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('chemokine (C-C motif) ligand 1 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001828	cytometric bead array assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells				CCL1/TCA-3 release|cytometric bead array	A cytometric bead array assay that detects chemokine (C-C motif) ligand 1 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('chemokine (C-C motif) ligand 1 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001829	ELISPOT assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells				CCL1/TCA-3 release|ELISPOT	An enzyme-linked immunospot assay that detects chemokine (C-C motif) ligand 1 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('chemokine (C-C motif) ligand 1 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001830	ELISPOT assay measuring epitope specific interleukin-17F production by T cells				IL-17F release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-17F production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-17F production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001831	ELISA measuring epitope specific interleukin-17F production by T cells				IL-17F release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-17F production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-17F production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001832	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-17F production by T cells				IL-17F release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-17F production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-17F production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001833	ELISPOT assay measuring epitope specific interleukin-17A production by T cells				IL-17A release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-17A production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-17A production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001835	cytometric bead array assay measuring epitope specific interleukin-18 production by T cells				IL-18 release|cytometric bead array	A cytometric bead array assay that detects interleukin-18 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('interleukin-18 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001836	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-16 production by T cells				IL-16 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-16 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-16 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001837	ELISA measuring epitope specific interleukin-16 production by T cells				IL-16 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-16 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-16 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001838	ELISPOT assay measuring epitope specific interleukin-16 production by T cells				IL-16 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-16 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-16 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001839	intracellular cytokine staining assay measuring epitope specific interleukin-16 production by T cells				IL-16 release|ICS	A flow cytometry assay that detects interleukin-16 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('interleukin-16 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001840	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-17A production by T cells				IL-17A release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-17A production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-17A production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001841	intracellular cytokine staining assay measuring epitope specific interleukin-1 beta production by T cells				IL-1b release|ICS	A flow cytometry assay that detects interleukin-1 beta production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('interleukin-1 beta production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001842	ELISPOT assay measuring epitope specific interleukin-1 beta production by T cells				IL-1b release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-1 beta production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunospot assay							('interleukin-1 beta production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001843	detection of specific nucleic acids with complementary probes measuring epitope specific interleukin-15 production by T cells				IL-15 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-15 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-15 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001844	ELISPOT assay measuring epitope specific interleukin-12 production by T cells				IL-12 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-12 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-12 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001845	intracellular cytokine staining assay measuring epitope specific interleukin-15 production by T cells				IL-15 release|ICS	A flow cytometry assay that detects interleukin-15 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('interleukin-15 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
