ontology ID	label	editor preferred term	has curation status	alternative label	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	function	has part	part of	manufactured by	associated axioms
OBI:0002630	Illumina NovaSeq 6000	Illumina NovaSeq 6000		NovaSeq 6000	A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and an output of up to 6000 Gb (32-40 B reads per run). The sequencer utilizes synthesis technology and patterned flow cells to optimize throughput and even spacing of sequencing clusters.	http://www.illumina.com/systems/sequencing-platforms/novaseq.html	Genomic DNA of Xenophilus sp. E41 was extracted and sequenced using an Illumina NovaSeq 6000 system.	Dan Berrios						Illumina NovaSeq series instrument				Illumina	
OBI:0002632	PacBio Sequel	PacBio Sequel		Pacific BioSciences Sequel	A DNA sequencer built upon single molecule real-time sequencing technology, optimized for generation with long reads and high consensus accuracy, and manufactured by the Pacific Biosciences corporation	http://www.pacb.com/products-and-services/pacbio-systems/sequel/	The cDNAs were sequenced on the PacBio Sequel platform.	Bonita Lam|Dan Berrios						DNA sequencer					
OBI:0002633	PacBio Sequel II	PacBio Sequel II		Pacific BioSciences Sequel II	A DNA sequencer built upon single molecule real-time sequencing technology, optimized for generation of highly accurate (""HiFi"") long reads, and which is manufactured by the Pacific Biosciences corporation.	http://www.pacb.com/products-and-services/pacbio-systems/sequel/	The cDNAs were sequenced on the PacBio Sequel II platform.	Bonita Lam|Dan Berrios						DNA sequencer					
OBI:0002679	vacuum-assisted biopsy needle	vacuum-assisted biopsy needle	requires discussion		A core biopsy needle integrated with a vacuum system which facilitates the collection of specimen material.	https://www.researchgate.net/publication/330227873	Vacuum-assisted biopsy needles come in two varieties: a non-tethered design and a needle design requiring tethering cable to a vacuum source.	Damion Dooley				https://github.com/obi-ontology/obi/issues/1163		needle	transfer function				
OBI:0002681	glass bottle	glass bottle	metadata complete		A container with a narrow neck that is made of glass.	VEuPathDB		VEuPathDB			VEuPathDB	https://github.com/obi-ontology/obi/issues/1117		container	contain function				
OBI:0002682	glass bottle coated with insecticides	glass bottle coated with insecticides	metadata complete		A glass bottle that coated with material designed to control insects.	VEuPathDB		VEuPathDB			VEuPathDB	https://github.com/obi-ontology/obi/issues/1117		glass bottle	contain function				
OBI:0002750	Oxford Nanopore MinION	Oxford Nanopore MinION	metadata complete	ONT MinION, MinION	A portable DNA sequencer which is manufactured by the Oxford Nanopore Technologies corporation, that uses consumable flow cells producing up to 30 Gb of DNA sequence data per flow cell. The sequencer produces real-time results and utilizes nanopore technology with up to 512 nanopore channels in the sensor array.	https://nanoporetech.com/products/minion	Approaches to Whole Mitochondrial Genome Sequencing on the Oxford Nanopore MinION	PERSON: Bonita Lam						DNA sequencer				Oxford Nanopore Technologies	
OBI:0002751	Oxford Nanopore GridION Mk1	Oxford Nanopore GridION Mk1	metadata complete	Oxford Nanopore GridION X5, GridION Mk1	A DNA sequencer that is manufactured by the Oxford Nanopore Technologies corporation, that can run and analyze up to five individual flow cells producing up to 150 Gb of data per run. The sequencer produces real-time results and utilizes nanopore technology with the option of running the flow cells concurrently or individually.	https://nanoporetech.com/products/gridion	Nineteen libraries were constructed and sequenced on nineteen different R9.4 FlowCells using the GridION X5 sequencer	PERSON: Bonita Lam						DNA sequencer				Oxford Nanopore Technologies	
OBI:0002752	Oxford Nanopore PromethION	Oxford Nanopore PromethION	metadata complete	PromethION	A DNA sequencer that is manufactured by the Oxford Nanopore Technologies corporation, capable of running up to 48 flow cells and producing up to 7.6 Tb of data per run. The sequencer produces real-time results and utilizes Nanopore technology, with each flow cell allowing up to 3,000 nanopores to be sequencing simultaneously.	https://nanoporetech.com/products/promethion	Structural variants identified by Oxford Nanopore PromethION sequencing of the human genome.	PERSON: Bonita Lam						DNA sequencer				Oxford Nanopore Technologies	
OBI:0002786	personal protective device	personal protective device	ready for release	PPE|personal protective equipment	A device which is a wearable garment designed to protect the wearer's body from injury or infection.	https://en.wikipedia.org/wiki/Personal_protective_equipment	PPE is equipment worn by a worker to minimize exposure to specific hazards.|Examples of PPE include respirators, gloves, aprons, fall protection, and full body suits, as well as head, eye and foot protection.	https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		device					
OBI:0002787	face mask	face mask	ready for release	face covering|respirator	A personal protective device worn over the nose and mouth as a respiratory filter to inhibit the flow of particles.	Adapted from https://dictionary.cambridge.org/dictionary/english/face-mask	A systematic review on the efficacy of face coverings against respiratory viruses analyzed 19 randomized trials and concluded that use of face masks and respirators appeared to be protective in both health care and community settings	https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		personal protective device					
OBI:0002788	non-medical mask	non-medical mask	ready for release	cloth mask	A face mask not manufactured according to medical equipment standards.	https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks/about-non-medical-masks-face-coverings.html	A non-medical mask may contain fabrics that are not regulated for use in surgical masks or respirators, or may not be designed to form a seal around the nose and mouth.	https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		face mask					
OBI:0002789	medical mask	medical mask	ready for release	surgical mask	A face mask manufactured according to a recognized medical equipment standard.	https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks/about-non-medical-masks-face-coverings.html	The finding of a much higher rate of infection in the cloth mask arm could be interpreted as harm caused by cloth masks, efficacy of medical masks, or most likely a combination of both.	https://orcid.org/0000-0002-9578-0788				https://github.com/obi-ontology/obi/issues/1193		face mask					
OBI:0002790	N95 respirator	N95 respirator	ready for release	N95 respirator mask|N95|N95 facemask|N95 face mask	A face mask that meets the U.S. National Institute for Occupational Safety and Health (NIOSH) N95 classification of air filtration, meaning that it filters at least 95% of incoming airborne particles.	https://en.wikipedia.org/wiki/N95_mask		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		face mask					
OBI:0002791	face shield	face shield	ready for release	faceshield|splash shield	A personal protective device used to protect the wearer's entire face (or part of it) from hazards such as flying objects and road debris, chemical splashes, or alternately potentially infectious materials.	https://en.wikipedia.org/wiki/Face_shield		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		personal protective device					
OBI:0002792	patient gown	patient gown	ready for release	hospital gown	A personal protective clothing item which is a gown designed for use by a patient to facilitate caregiving by medical staff.	https://en.wikipedia.org/wiki/Patient_gown		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		personal protective clothing item					
OBI:0002793	scrubs	scrubs	ready for release	scrub clothing item	A personal protective clothing item which is sterilized and which is worn by a health care professional.  It can reference a shirt and pants or dress, and depending on medical protocol, may include a medical cap.	https://en.wikipedia.org/wiki/Scrubs_(clothing)	Examples consist of a short-sleeve V-necked shirt and drawstring pants or a short-sleeve calf-length dress, a tie-back or bouffant-style cap, a mask, a surgical gown, latex gloves, and supportive closed-toe shoes.	https://orcid.org/0000-0002-8844-9165	 			https://github.com/obi-ontology/obi/issues/1193		personal protective clothing item					
OBI:0002794	reusable patient gown	reusable patient gown	ready for release		A patient gown intended to be reused after being laundered.	https://en.wikipedia.org/wiki/Patient_gown		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		patient gown					
OBI:0002795	disposable patient gown	disposable patient gown	ready for release		A patient gown intended for a single period of continuous use and then disposed of.	https://en.wikipedia.org/wiki/Patient_gown		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		patient gown					
OBI:0002796	medical gown	medical gown	ready for release	hospital gown	A personal protective clothing item which is a gown worn by a medical professional in order to provide a barrier between patient and professional.	https://en.wikipedia.org/wiki/Medical_gown		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		personal protective clothing item					
OBI:0002797	apron	apron	ready for release		A garment which is worn over other clothing and covers mainly the front of the body.	https://en.wikipedia.org/wiki/Apron		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		device					
OBI:0002798	surgical gown	surgical gown	ready for release		A medical gown which is subjected to a sterilization process and which is intended to be worn by a medical professional during surgical procedures.	OBI		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		medical gown					
OBI:0002799	personal protective glove	personal protective glove	ready for release		A personal protective device which is a glove.	OBI		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		personal protective clothing item					
OBI:0002800	personal protective clothing item	personal protective clothing item	ready for release		A personal protective device which consists of a garment that serves in place of or in addition to regular body clothing.	OBI		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		personal protective device					
OBI:0002802	laboratory coat	laboratory coat	ready for release	white coat	A personal protective clothing item which is an overcoat worn by medical or laboratory professionals.	https://en.wikipedia.org/wiki/White_coat		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		personal protective clothing item					
OBI:0002803	medical glove	medical glove	ready for release		A personal protective glove which is disposable and is used during medical examinations and procedures to help prevent cross-contamination between caregivers and patients.	https://en.wikipedia.org/wiki/Medical_glove		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		personal protective glove					
OBI:0002804	nitrile glove	nitrile glove	ready for release		A personal protective glove which is made out of nitrile rubber.	https://en.wikipedia.org/wiki/Medical_glove		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		personal protective glove					
OBI:0002805	transparent droplet barrier	transparent partition	ready for release	transparent partition	A device which is a transparent constructed barrier, usually made out of acrylic (Plexiglass) or polycarbonate plastic, installed in facilities to intercept respiratory droplets, encourage physical distancing requirements.	https://ncceh.ca/content/blog/physical-barriers-covid-19-infection-prevention-and-control-commercial-settings		https://orcid.org/0000-0002-8844-9165				https://github.com/obi-ontology/obi/issues/1193		device					
