ontology ID	label	editor preferred term	has curation status	alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	logical note	parent class	material processing technique	detection technique	evaluant	measurand	analyte	device	reagent	molecular label	input	output	target entity	target context	objective	associated axioms
OBI:0003368	detection technique				An assay (A) that is part of another assay (B), where the target entities of A and B are disjoint, and the target entity of A is a proxy for the target of assay B.	OBI	Using a radioactivity detection assay as part of a tritiated thymidine incorporation assay to determine the degree to which cells are replicating by detecting radioactivity of tritiated thymidine, where radioactivity of tritiated thymidine in a cell is a proxy for cells that were actively replicating.	Bjoern Peters|Hector Guzman-Orozco				https://github.com/obi-ontology/obi/issues/1488	subclass		assay														'part of' some assay
OBI:0003381	placental blood microbiology assay				A blood microbiology assay that has a placental blood specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1297	subclass		blood microbiology assay			placental blood specimen											
OBI:0003457	epitope protection from infectious challenge experiment based on survival			survival after infectious challenge	An epitope protection from infectious challenge experiment that determines the success of the epitope intervention based on increased survival of the host compared to controls.	IEDB		Hector Guzman-Orozco				https://github.com/obi-ontology/obi/issues/1594	subclass		epitope protection from infectious challenge experiment														
OBI:0003458	epitope protection from tumor challenge experiment based on burden			burden after tumor challenge 	An epitope protection from tumor challenge experiment in which the readout is a reduction in the presence of malignant cells in the host compared to controls.	IEDB		Hector Guzman-Orozco				https://github.com/obi-ontology/obi/issues/1594	subclass		epitope protection from tumor challenge experiment														
OBI:0003459	epitope protection from tumor challenge experiment based on survival			survival after tumor challenge	An epitope protection from tumor challenge experiment that determines the success of the epitope intervention based on increased survival of the host compared to controls.	IEDB		Hector Guzman-Orozco				https://github.com/obi-ontology/obi/issues/1594	subclass		epitope protection from tumor challenge experiment														
OBI:0003418	antigen specific antibodies in blood assay				An antigen specific antibodies assay that has a blood specimen as evaluant.	VEuPathDB		John Judkins ORCID:0000-0001-6595-0902			VEuPathDB	https://github.com/obi-ontology/obi/issues/1526	subclass		antigen specific antibodies assay			blood specimen											
OBI:0003419	antigen specific antibodies in milk assay				An antigen specific antibodies assay that has a milk specimen as evaluant.	VEuPathDB		John Judkins ORCID:0000-0001-6595-0902			VEuPathDB	https://github.com/obi-ontology/obi/issues/1526	subclass		antigen specific antibodies assay			milk specimen											
OBI:0003422	enzymatic activity level assay				An assay in which the level of catalytic activity of an enzyme is determined.			James A. Overton					subclass		assay											catalytic activity			
OBI:0003423	5'-nucleotidase activity level assay				An enzymatic activity level assay that measures the activity of 5'-nucleotidase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											""5'-nucleotidase activity""			
OBI:0003424	alanine aminotransferase activity level assay				An enzymatic activity level assay that measures the activity of alanine aminotransferase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											L-alanine:2-oxoglutarate aminotransferase activity			
OBI:0003425	alkaline phosphatase activity level assay				An enzymatic activity level assay that measures the activity of alkaline phosphatase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											alkaline phosphatase activity			
OBI:0003426	amylase activity level assay				An enzymatic activity level assay that measures the activity of amylase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											amylase activity			
OBI:0003427	aspartate aminotransferase activity level assay				An enzymatic activity level assay that measures the activity of aspartate aminotransferase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											L-aspartate:2-oxoglutarate aminotransferase activity			
OBI:0003428	cholinesterase activity level assay				An enzymatic activity level assay that measures the activity of cholinesterase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											cholinesterase activity			
OBI:0003429	creatine kinase activity level assay				An enzymatic activity level assay that measures the activity of creatine kinase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											creatine kinase activity			
OBI:0003430	gamma-glutamyltransferase activity level assay				An enzymatic activity level assay that measures the activity of gamma-glutamyltransferase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											D-glutamyltransferase activity			
OBI:0003431	glutamate dehydrogenase activity level assay				An enzymatic activity level assay that measures the activity of glutamate dehydrogenase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											glutamate dehydrogenase [NAD(P)+] activity			
OBI:0003432	isocitrate dehydrogenase activity level assay				An enzymatic activity level assay that measures the activity of isocitrate dehydrogenase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											isocitrate dehydrogenase [NAD(P)+] activity			
OBI:0003433	lactate dehydrogenase activity level assay				An enzymatic activity level assay that measures the activity of lactate dehydrogenase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											lactate dehydrogenase activity			
OBI:0003434	sorbitol dehydrogenase activity level assay				An enzymatic activity level assay that measures the activity of sorbitol dehydrogenase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											L-iditol 2-dehydrogenase activity			
OBI:0003435	acyl-CoA oxidase activity level assay				An enzymatic activity level assay that measures the activity of Acyl-CoA oxidase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											acyl-CoA oxidase activity			
OBI:0003436	N-acetyl-beta-glucosaminidase activity level assay				An enzymatic activity level assay that measures the activity of N-acetyl-beta-glucosaminidase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											beta-N-acetylglucosaminidase activity			
OBI:0003437	ribonuclease activity level assay				An enzymatic activity level assay that measures the activity of ribonuclease in a sample.			James A. Overton					equivalent		enzymatic activity level assay											ribonuclease activity			
OBI:0003438	galactosidase activity level assay				An enzymatic activity level assay that measures the activity of galactosidase in a sample.			James A. Overton					equivalent		enzymatic activity level assay											galactosidase activity			
OBI:0003480	Gram stain assay				An organism identification assay that identifies bacteria based on the differential retention of a crystal violet-iodine complex within the cell wall.	NCI|American Heritage Medical Dictionary		John Judkins ORCID:0000-0001-6595-0902	Gram-positive bacteria retain the violet stain whereas gram-negative bacteria do not.			https://github.com/obi-ontology/obi/issues/1603			organism identification assay
OBI:0302736	comet assay		ready for release	single cell gel electrophoresis assay|SCGE assay	An assay that measures DNA damage (DNA breakage) in eucaryotic cells exposed to a challenge by determining the size and shape of DNA migration by detecting fluorescently labeled DNA from a cell placed in an electric field using gel electrophoresis	PMID:7686265	PMID: 18326531.Mutagenesis. 2008 Mar 6.Recommendations for design of the rat comet assay.	Philippe Rocca-Serra					subclass		assay		fluorescence microscopy assay	cell				('material entity' and ('has role' some 'dye role') and ('bearer of' some fluorescence))		agarose gel	information content entity	cellular response to DNA damage stimulus			
OBI:0302737	PCR-SSCP assay		ready for release	polymerase chain reaction-single strand conformation polymorphism assay	An assay that identifies DNA sequence variation (mutation, deletion, insertions) in target DNA sequences amplified using polymerase chain reaction using gel electrophoresis and denaturating conditions	PMID:18219595	PMID: 17334176.Hum Exp Toxicol. 2007 Jan;26(1):9-18.Is there a role for PCR-SSCP among the methods for missense mutation detection of TP53 gene?	Philippe Rocca-Serra					subclass		genotyping assay	polymerase chain reaction|material component separation								amplified DNA	(image and 'genotype information')				
